generation,maxEv,aveEv,aveEvNotOne
738,5818,4299.06,5290.92
739,5818,5256.56,5256.56
740,5818,2975.06,5288.22
741,5818,3907.69,5209.92
742,5818,4711.56,5384.5
743,5818,4739.25,5416.14
744,5818,4477.62,5510.69
745,5818,4934.5,5263.4
746,5818,4719.31,5393.36
747,5818,3691.81,4922.08
748,5818,3158,5052.2
749,5818,3874,5165
750,5818,3397.69,5435.7
751,5818,2628,5255
752,5818,2740.88,5480.75
753,5818,4232.31,5208.77
754,5818,3585.31,5214.55
755,5818,4607.38,5265.43
756,5818,3565.06,5185.09
757,5818,4827.38,5149.13
758,5818,3347.69,5355.7
759,5818,3917.69,5223.25
760,5818,4027.19,5369.25
761,5818,3103.88,5517.22
762,5818,4029.69,5372.58
763,5818,4392.88,5406.38
764,5818,4393.62,5407.31
765,5818,4002.12,5335.83
766,5818,4407.12,5423.92
767,5818,3095.75,5502.78
768,5818,3097.56,5506
769,5818,4273.31,5259.23
770,5818,3724.44,4965.58
771,5818,4381.38,5007.14
772,5818,3827.25,5102.67
773,5818,3782.88,5501.91
774,5818,5446.44,5446.44
775,5818,3970.38,5293.5
776,5818,3541.94,5666.5
777,5818,3829.56,5569.82
778,5818,3212.62,5710.56
779,5818,4202.38,5602.83
780,5818,4212.44,5616.25
781,5818,3787.69,5508.91
782,5818,2896.38,5148.33
783,5818,3162.06,5620.67
784,5818,4375.19,5384.62
785,5818,3981.5,5308.33
786,5818,4188.5,5584.33
787,5818,4451.44,5478.46
788,5818,3139.88,5581.22
789,5818,3917.94,5698.36
790,5818,4630.5,5291.86
791,5818,4589.12,5244.57
792,5818,3442.44,5006.73
793,5818,5022.06,5022.06
794,5818,4495.94,5138.07
795,5818,3590.06,5221.45
796,5818,3251.19,5201.3
797,5818,3153.81,5606
798,5818,3555.56,5688.3
799,5818,4415.44,5434.15
800,5818,3897.38,5668.45
801,5818,3696.88,5376.82
802,5818,3785.44,5505.64
803,5818,4286.38,5714.83
804,5818,4783.62,5466.86
805,5818,3417.38,5467.2
806,5818,3889,5185
807,5818,2924.81,5198.89
808,5818,2798.88,5596.75
809,5818,3464.5,5542.6
810,5818,5092.5,5431.93
811,5818,3532.56,5651.5
812,5818,3939.06,5251.75
813,5818,2975.69,5289.33
814,5818,4211.75,5183.46
815,5818,3637.19,5290
816,5818,3581.94,5209.64
817,5818,3791.5,5514.45
818,5818,5184.44,5530
819,5818,4177.25,5569.33
820,5818,4340.38,5341.77
821,5818,3701,5382.82
822,5818,3119.62,4990.8
823,5818,3819.69,5555.45
824,5818,3703.12,5385.91
825,5818,4495,5137
826,5818,4396.62,5024.57
827,5818,4162.69,5123.08
828,5818,3993.5,5324.33
829,5818,3090.06,5492.67
830,5818,4226.44,5634.92
831,5818,4211.44,5614.92
832,5818,4422.38,5442.69
833,5818,3847.88,5596.45
834,5818,4088.81,5451.42
835,5818,3731.81,5427.64
836,5818,2885.12,5128.33
837,5818,3753.12,5458.64
838,5818,4954.94,5285.2
839,5818,3659.31,4878.75
840,5818,3490.94,4654.25
841,5818,4435.81,5069.36
842,5818,2475.75,5657.57
843,5818,4744.25,5421.86
844,5818,3567.69,5188.91
845,5980,3898.44,5197.58
846,5980,3559.88,5695.2
847,5980,4095.44,5460.25
848,5980,4466.06,5496.46
849,5980,3766.31,5477.82
850,5980,4298.31,5730.75
851,5980,4800.75,5486.43
852,5980,3958.06,5277.08
853,5980,4162.81,5550.08
854,5980,4712.94,5386.07
855,5980,4299.12,5291
856,5980,4199.06,5167.85
857,5980,4340.56,5342
858,5980,4051.56,5401.75
859,5980,4426.56,5447.85
860,5980,4472.19,5110.93
861,5980,3066.44,5450.67
862,5980,4563.69,5616.62
863,5980,3529.19,5132.91
864,5980,4209.5,5180.69
865,5980,4518.19,5560.62
866,5980,4648.69,5312.64
867,5980,2757.88,4902.11
868,5980,4648.06,5311.93
869,5980,4255.56,5673.75
870,5980,3482.5,5571.4
871,5980,3859.38,5613.18
872,5980,4858.06,5551.93
873,5980,4924.06,5252.27
874,5980,4158.81,5118.31
875,5980,3315.19,5303.7
876,5980,3026.12,5379
877,5980,3878.75,5171.33
878,5980,2900.56,5155.78
879,5980,4629.56,5697.69
880,5980,5048,5769
881,5980,5361.31,5718.67
882,5980,4222.69,5629.92
883,5980,4981.06,5692.5
884,5980,4854.94,5548.36
885,5980,3031.5,5388.56
886,5980,3910.12,5213.17
887,5980,4567.12,5219.43
888,5980,4049.38,4983.62
889,5980,3745.44,4993.58
890,5980,3569.62,4759.17
891,5980,3910.12,4812.23
892,5980,3691.69,4921.92
893,5980,4094.06,5458.42
894,5980,4863.31,5187.47
895,5980,4195.56,5163.54
896,5980,4217.44,5622.92
897,5980,4403,5870.33
898,5980,4707.62,5793.77
899,5980,3963.12,5764.09
900,5980,4753.88,5850.69
901,5980,5333.69,5689.2
902,5980,5008.06,5723.36
903,5980,4256.06,5674.42
904,5980,4472.69,5504.62
905,5980,3233.56,4702.91
906,5980,4671.69,4983.07
907,5980,4032.88,4963.31
908,5980,4651.25,5315.57
909,5980,3566.19,4754.58
910,5980,3327.25,4094.85
911,5980,3721.19,4961.25
912,5980,3599.62,5235.36
913,5980,5027.81,5362.93
914,5980,3793.56,5057.75
915,5980,3205.31,4661.82
916,5980,3628.75,5277.73
917,5980,4386.81,5013.36
918,5980,3322.19,4429.25
919,5980,4098.06,4371.2
920,5980,3401.19,4946.73
921,5980,3792,5515.18
922,5980,4600.81,5662.31
923,5980,4500.5,5538.85
924,5980,4780,5462.71
925,5980,3904.25,5205.33
926,5980,4044.88,5392.83
927,5980,4701.75,5015.13
928,5980,4515.31,5160.21
929,5980,2990.44,4784.1
930,5980,4558.88,4862.73
931,5980,3217,5146.6
932,5980,3866.25,5154.67
933,5980,3923,5705.73
934,5980,3882.06,5646.18
935,5980,4052.62,5403.17
936,5980,2931.06,5210
937,5980,4839,5161.53
938,5980,3779.94,5497.64
